Title	Author	Published At	Source	URL	Annotation 1	Annotation 2	Annotation 3
Mark Duplass Used to Get ‘Mad’ Over John Krasinski and Zach Braff ‘Taking Up My Spots’ in Hollywood	Samantha Bergeson	2024-10-23T18:00:00Z	IndieWire	https://www.indiewire.com/news/general-news/mark-duplass-envious-john-krasinski-zach-braff-1235059314/			
Film Independent Selects 15 Projects For 22nd Fast Track Film Finance Market	matthewgrobar	2024-11-14T18:00:00Z	Deadline	http://deadline.com/2024/11/fast-track-film-finance-market-2024-participants-film-independent-1236176817/			
How immigrants who just became US citizens plan to vote in the 2024 election	AMY TAXIN Associated Press	2024-10-31T17:32:55Z	ABC News	https://abcnews.go.com/Politics/wireStory/immigrants-us-citizens-plan-vote-2024-election-115360306			
Tribute: Lynda Obst Was More Than a Producer. She Had a Voice	Anne Thompson	2024-10-23T22:00:00Z	IndieWire	https://www.indiewire.com/news/obituary/lynda-obst-remembered-flashdance-producer-was74-1235059489/			
The Scariest Thing About Terrifier 3 Isn’t Even On Screen	"David Bloom, Senior Contributor, 
 David Bloom, Senior Contributor
 https://www.forbes.com/sites/dbloom/"	2024-10-25T19:59:44Z	Forbes	https://www.forbes.com/sites/dbloom/2024/10/25/the-scariest-thing-about-terrifier-3-isnt-even-on-screen/			
‘How Filmmakers Are – and Aren’t – Using AI’ Panel Will Answer Key Questions at Future of Filmmaking Summit	Christian Blauvelt	2024-10-28T18:30:00Z	IndieWire	https://www.indiewire.com/news/events/how-filmmakers-using-ai-panel-future-of-filmmaking-summit-1235060168/			
Egypt’s El Gouna Film Fest Wraps MENA Focused 7th Edition As Region’s Indie Filmmakers Decouple From West	Melanie Goodfellow	2024-11-04T23:22:22Z	Deadline	http://deadline.com/2024/11/egypts-el-gouna-film-fest-wraps-mena-7th-edition-1236166868/			
Festival In Focus: The American French Film Festival Chiefs Talk Comeback Edition & Ambitions To Be “A Gateway To The Oscars Race For French Films”	dianalodderhose	2024-10-23T15:13:06Z	Deadline	http://deadline.com/2024/10/festival-in-focus-the-american-french-film-festival-chiefs-talk-comeback-edition-ambitions-gateway-to-oscars-french-films-1236155377/			
10 Monday AM Reads	Barry Ritholtz	2024-10-28T10:30:04Z	Ritholtz.com	https://ritholtz.com/2024/10/10-monday-am-reads-414/			
Women In Film Names Board Of Directors EVP Syrinthia Studer As Board President	Natalie Oganesyan	2024-11-01T02:06:17Z	Deadline	http://deadline.com/2024/10/women-in-film-syrinthia-studer-board-president-1236164123/			
The Only Actor To Win Two Oscars For The Same Performance	staff@slashfilm.com (Valerie Ettenhofer)	2024-11-10T16:00:12Z	/FILM	https://www.slashfilm.com/1705506/actor-two-oscars-same-performance-harold-russell/			
Study Reveals Untapped Market of 40 Million People Who Will Pay for Indie Films on Streaming	Brian Welk	2024-11-01T13:00:00Z	IndieWire	https://www.indiewire.com/news/business/untapped-market-indie-film-streaming-study-keri-putnam-1235061728/			
Jimmy O. Yang, Dolly De Leon, Utkarsh Ambudkar, ‘Moana 2’ Team Among Honorees Set For Critics Choice AAPI Celebration Event	Patrick Hipes	2024-10-24T17:11:25Z	Deadline	http://deadline.com/2024/10/critics-choice-celebration-of-aapi-cinema-television-2024-honorees-list-1236157504/			
Academy Names Jennifer Fox Producer Of Governors Awards For Sixth Time	Pete Hammond	2024-10-23T18:30:10Z	Deadline	http://deadline.com/2024/10/academy-names-jennifer-fox-producer-governors-awards-sixth-time-1236156548/			
Franklin Leonard & The Black List To Receive Gotham Anniversary Tribute, Marking 20th Year	Dade Hayes	2024-10-24T17:31:48Z	Deadline	http://deadline.com/2024/10/franklin-leonard-the-black-list-gotham-anniversary-tribute-1236157554/			
Quincy Jones Given Posthumous Oscar: Watch Daughter Rashida Deliver His Acceptance Speech	Tom Breihan	2024-11-19T15:32:11Z	Stereogum	https://www.stereogum.com/2288020/quincy-jones-given-posthumous-oscar-watch-daughter-rashida-deliver-his-acceptance-speech/news/			
‘Phantom of the Paradise’: How Brian De Palma’s Flop Rock Opera Became A Cult Classic	Jon O'Brien	2024-10-29T17:59:00Z	Mental Floss	https://www.mentalfloss.com/phantom-of-the-paradise-brian-de-palma-movie-cult-classic			
10 Gems from IdeaCast’s First 1,000 Episodes		2024-11-19T13:20:00Z	Harvard Business Review	https://hbr.org/podcast/2024/11/10-gems-from-ideacasts-first-1000-episodes			
Scott Fitzgerald's Last Act		2024-10-28T16:25:37Z	City Journal	https://www.city-journal.org/article/scott-fitzgeralds-last-act			
Judy Greer Credits Maggie Gyllenhaal’s ‘Secretary’ Role for Making ‘Quirky’ Lead Actresses Cool	Samantha Bergeson	2024-11-19T22:00:00Z	IndieWire	https://www.indiewire.com/news/general-news/judy-greer-maggie-gyllenhaal-secretary-quirky-sloppy-seconds-1235067426/			
Oscar Nominee Sally Kirkland & Tyler Steelman Talk ‘Sallywood,’ True Story Of Show Biz Friendship, & Navigating The Highs And Lows Of A Hollywood Career	matthewgrobar	2024-11-05T23:00:00Z	Deadline	http://deadline.com/2024/11/sally-kirkland-tyler-steelman-sallywood-interview-1236158549/			
One Classic Stephen King Character Has Never Been Adapted Properly	staff@slashfilm.com (BJ Colangelo)	2024-10-22T12:45:56Z	/FILM	https://www.slashfilm.com/1693889/stephen-king-character-never-adapted-properly-carrie/			
M. Night Shyamalan Has A Theory About Why Critics Hate His Movies	staff@slashfilm.com (Jeremy Smith)	2024-10-25T12:45:05Z	/FILM	https://www.slashfilm.com/1695983/m-night-shyamalan-critics-hate-movies-dislike/			
This AI Animation Studio Believes It Can Convince All the Skeptics	Brian Welk	2024-10-28T15:00:00Z	IndieWire	https://www.indiewire.com/news/business/ai-animation-film-studio-asteria-bryn-mooser-interview-1235058404/			
Will New Trump Administration Set Off Merger Fever In Hollywood?	"David Bloom, Senior Contributor, 
 David Bloom, Senior Contributor
 https://www.forbes.com/sites/dbloom/"	2024-11-06T22:21:15Z	Forbes	https://www.forbes.com/sites/dbloom/2024/11/06/will-new-trump-administration-set-off-merger-fever-in-hollywood/			
Amber Midthunder & Alan Ritchson Set For Action Franchise Hopeful ‘Painter’ From ‘John Wick’ Scribe Derek Kolstad; FilmNation Launching For AFM	Andreas Wiseman	2024-10-28T15:30:32Z	Deadline	http://deadline.com/2024/10/amber-midthunder-alan-ritchson-action-franchise-hopeful-painter-john-wick-derek-kolstad-filmnation-1236159731/			
Red Sea Film Festival Heads Jomana Al Rashid & Shivani Pandya Talk Upcoming 4th Edition: “This Is Much More Than A Festival”	Melanie Goodfellow	2024-11-11T14:51:59Z	Deadline	http://deadline.com/2024/11/red-sea-film-jomana-al-rashid-shivani-pandya-talk-2024-edition-1236172354/			
Todd Phillips Wants Cinemas To Forgo Commercials Before Screening Movies: “We’ve Paid For Our Tickets”	Natalie Oganesyan	2024-11-03T02:14:24Z	Deadline	http://deadline.com/2024/11/todd-phillips-movie-theaters-commercials-1236165531/			
Lynda Obst Dies: Prolific ‘Sleepless In Seattle’, ‘Fisher King’ & ‘Interstellar’ Producer Was 74	tomt	2024-10-22T21:56:55Z	Deadline	http://deadline.com/2024/10/lynda-obst-dead-sleepless-in-seattle-producer-1236146714/			
Carol Lombardini Stepping Down As President Of AMPTP	Patrick Hipes	2024-11-01T01:49:59Z	Deadline	http://deadline.com/2024/10/carol-lombardini-stepping-down-amptp-president-1236164122/			
AI Filmmaker Dave Clark Launches New Studio with Funding from Peter Chernin	Brian Welk	2024-11-19T19:29:09Z	IndieWire	https://www.indiewire.com/news/business/dave-clark-gen-ai-company-promise-peter-chernin-1235067422/			
[Removed]		2024-10-23T19:48:17Z	[Removed]	https://removed.com			
Sydney Sweeney to Star as Kim Novak in Directorial Debut from Colman Domingo	Samantha Bergeson	2024-10-23T18:30:00Z	IndieWire	https://www.indiewire.com/news/general-news/sydney-sweeney-kim-novak-scandalous-colman-domingo-1235059138/			
Slamdance Sets The Indies Awards Show with ‘The People’s Joker’ Leading 2024 Nominees	Samantha Bergeson	2024-10-23T19:03:10Z	IndieWire	https://www.indiewire.com/awards/results/slamdance-the-indies-awards-peoples-joker-1235059503/			
Here's what YouTube Premium needs to change to keep me as a subscriber	Will Sattelberg	2024-10-30T14:43:44Z	Android Police	https://www.androidpolice.com/youtube-premium-needs-to-change/			
Slamdance Sets The Indies Awards Show with ‘The People’s Joker’ Leading 2024 Nominees	Samantha Bergeson	2024-10-23T19:03:10Z	IndieWire	https://www.indiewire.com/news/breaking-news/slamdance-the-indies-awards-peoples-joker-1235059503/			
Court TV Strikes Deal With AI Company Veritone To Store & License Archival Trial Footage	Katie Campione	2024-10-29T11:00:00Z	Deadline	http://deadline.com/2024/10/court-tv-ai-veritone-deal-1236160749/			
The 2nd Jewish Media Awards To Be Presented In New York City On November 12	"Marc Berman, Senior Contributor, 
 Marc Berman, Senior Contributor
 https://www.forbes.com/sites/marcberman1/"	2024-11-05T21:12:00Z	Forbes	https://www.forbes.com/sites/marcberman1/2024/11/05/the-2nd-jewish-media-awards-to-be-presented-in-new-york-city-on-november-12/			
Fithian Group To Launch Digital Marketplace Connecting Indie Filmmakers And Exhibitors	jillg366	2024-10-31T05:14:15Z	Deadline	http://deadline.com/2024/10/fithian-group-digital-marketplace-connecting-independent-filmmakers-movie-theaters-1236163074/			
AFM Rolls The Dice On Vegas With Election Tension In The Air & A Glut Of Horror Films For Sale: Market Preview	jillg366	2024-11-04T17:02:04Z	Deadline	http://deadline.com/2024/11/afm-las-vegas-market-preview-timothee-chalamet-milla-jovovich-adam-driver-movies-1236166000/			
Here’s Wassup With That Scary Movie Reboot	Cheryl Eddy	2024-10-29T17:10:54Z	Gizmodo.com	https://gizmodo.com/scary-movie-reboot-wayans-brothers-2000518013			
Funko’s War of the Rohirrim Pops Are Ready for a Sword Day, a Red Day	James Whitbrook	2024-11-06T17:00:32Z	Gizmodo.com	https://gizmodo.com/funko-war-of-the-rohirrim-pops-price-release-date-2000521109			
In Dear Santa‘s First Trailer, Satan Is the Reason for the Season	Gordon Jackson	2024-11-07T15:30:30Z	Gizmodo.com	https://gizmodo.com/dear-santa-trailer-jack-black-satan-christmas-movie-2000521565			
Mission: Impossible —The Final Reckoning‘s Trailer Really Wants You To Know Tom Cruise Is Still That Dude	Isaiah Colbert	2024-11-11T15:00:25Z	Gizmodo.com	https://gizmodo.com/mission-impossible-8-trailer-title-release-date-tom-cruise-final-reckoning-2000522966			
Updates From Andor Season 2, and More	Gordon Jackson	2024-11-15T14:00:28Z	Gizmodo.com	https://gizmodo.com/andor-season-2-empire-cover-story-krennic-new-images-2000524819			
The Rey Movie Has Lost Its Writer (Again)	James Whitbrook	2024-10-25T14:00:48Z	Gizmodo.com	https://gizmodo.com/star-wars-rey-movie-delay-steven-knight-lucasfilm-disney-2000516492			
Black Mirror Is Surviving Netflix’s Interactive Specials Purge	Cheryl Eddy	2024-11-05T23:35:35Z	Gizmodo.com	https://gizmodo.com/black-mirror-is-surviving-netflixs-interactive-specials-purge-2000520968			
How Much of the New Lord of the Rings Movie Comes From Tolkien?	James Whitbrook	2024-11-06T20:45:14Z	Gizmodo.com	https://gizmodo.com/war-of-the-rohirrim-setting-characters-explained-tolkien-lotr-2000521209			
Disney Has Shifted an Untitled Star Wars Movie Off Its Upcoming Schedule	Cheryl Eddy	2024-11-15T23:00:21Z	Gizmodo.com	https://gizmodo.com/untitled-star-wars-movie-2026-release-delayed-disney-lucasfilm-2000525347			
Open Channel: What Does Star Wars’ New Saga Look Like to You?	Justin Carter	2024-11-10T19:50:56Z	Gizmodo.com	https://gizmodo.com/star-wars-new-saga-open-channel-2000522626			
The Penguin Could Lead to More Batman Villain Shows	Germain Lussier	2024-10-25T18:45:44Z	Gizmodo.com	https://gizmodo.com/the-penguin-could-lead-to-more-batman-villain-shows-2000516650			
Ralph Fiennes Spreads New Info About 28 Years Later	Justin Carter	2024-10-27T16:25:49Z	Gizmodo.com	https://gizmodo.com/28-years-later-ralph-fiennes-role-2000516943			
Gladiator II Is Escalating the Popcorn Bucket Arms Race	Germain Lussier	2024-10-23T22:30:37Z	Gizmodo.com	https://gizmodo.com/gladiator-ii-popcorn-bucket-dune-2-deadpool-wolverine-2000515835			
Disney Hopes to Replace Bob Iger as CEO in 2026	Gordon Jackson	2024-10-21T14:37:23Z	Gizmodo.com	https://gizmodo.com/disney-hopes-to-replace-bob-iger-as-ceo-in-2026-2000514344			
A Sinister Nick Frost Elevates Murky Horror Tale Black Cab	Cheryl Eddy	2024-11-08T18:40:00Z	Gizmodo.com	https://gizmodo.com/a-sinister-nick-frost-elevates-murky-horror-tale-black-cab-2000521404			
Alien: Earth Lets Us Know When to Expect It	James Whitbrook	2024-11-20T15:00:10Z	Gizmodo.com	https://gizmodo.com/alien-earth-teaser-trailer-release-date-setting-hulu-fx-2000526986			
George Lucas Originally Envisioned a Jedi Twist to End The Phantom Menace	Germain Lussier	2024-10-31T22:45:17Z	Gizmodo.com	https://gizmodo.com/star-wars-phantom-menace-original-ending-twist-jedi-obi-wan-2000519264			
Venom: The Last Dance Doesn’t Quite Stick the Landing	Germain Lussier	2024-10-23T19:00:05Z	Gizmodo.com	https://gizmodo.com/venom-3-review-the-last-dance-tom-hardy-marvel-2000515392			
Mike Flanagan to Adapt Stephen King’s Carrie as an 8-Episode Miniseries	Gordon Jackson	2024-10-21T17:45:48Z	Gizmodo.com	https://gizmodo.com/mike-flanagan-to-adapt-stephen-kings-carrie-as-an-8-episode-miniseries-2000514457			
Ridley Scott Still Wants a Sequel to Alien: Covenant	Gordon Jackson	2024-11-11T14:00:44Z	Gizmodo.com	https://gizmodo.com/alien-covenant-sequel-ridley-scott-michael-fassbender-2000522868			
Good Omens‘ Third and Final Season Is Now… a 90-Minute Special	Cheryl Eddy	2024-10-24T16:23:50Z	Gizmodo.com	https://gizmodo.com/good-omens-third-and-final-season-is-now-a-90-minute-special-2000516119			
10 Fantasy Movies to Help You Escape Reality Right Now	Cheryl Eddy	2024-11-06T19:45:23Z	Gizmodo.com	https://gizmodo.com/10-fantasy-movies-to-help-you-escape-reality-right-now-2000521177			
The Blair Witch Project Is Releasing a Version You’ve Never Seen Before	Cheryl Eddy	2024-11-12T00:00:06Z	Gizmodo.com	https://gizmodo.com/blair-witch-project-25th-anniversary-re-release-original-format-2000523297			
Star Trek: Section 31 Teases Its Mysterious Anti-Heroes	Gordon Jackson	2024-11-07T14:00:59Z	Gizmodo.com	https://gizmodo.com/star-trek-section-31-character-details-michelle-yeoh-2000521472			
Cobra Kai Is Back With Its Biggest, Most Action-Packed Trailer Yet	Germain Lussier	2024-10-23T15:00:22Z	Gizmodo.com	https://gizmodo.com/cobra-kai-season-6-trailer-part-2-karate-kid-netflix-2000515243			
JBL’s Newest Home Theater Setup Let Me Hear My Favorite Song’s Most Subtle Details	Dua Rashid	2024-10-21T18:31:49Z	Gizmodo.com	https://gizmodo.com/jbls-newest-home-theater-setup-let-me-hear-my-favorite-songs-most-subtle-details-2000513337			
Leigh Whannell’s Wolf Man Design Was Inspired by Heath Ledger’s Joker	Gordon Jackson	2024-10-21T13:00:23Z	Gizmodo.com	https://gizmodo.com/leigh-whannells-wolf-man-design-was-inspired-by-heath-ledgers-joker-2000514252			
Not sure what movie to watch? Leave a comment, we’ll help	Pete Volk	2024-11-13T21:45:58Z	Polygon	https://www.polygon.com/entertainment/477990/best-movies-watch-tonight-best-recommendations-streaming			
Nintendo Confirms the Switch 2 Is Backwards Compatible, but There’s a Catch	Kyle Barr	2024-11-06T15:08:39Z	Gizmodo.com	https://gizmodo.com/nintendo-confirms-the-switch-2-is-backwards-compatible-but-you-shouldnt-celebrate-just-yet-2000521068			
Agatha All Along Could Potentially Cast a Spell for More Seasons	Cheryl Eddy	2024-11-05T21:00:54Z	Gizmodo.com	https://gizmodo.com/agatha-all-along-could-potentially-cast-a-spell-for-more-seasons-2000520848			
The Purge: Election Year Is Still an Uncomfortably Timely Watch	Cheryl Eddy	2024-11-05T18:10:15Z	Gizmodo.com	https://gizmodo.com/purge-election-year-retrospective-trump-harris-2024-2000520737			
Cobra Kai Season 6, Part 2: 8 Things We Loved (and 4 We Didn’t)	Germain Lussier	2024-11-15T15:00:38Z	Gizmodo.com	https://gizmodo.com/cobra-kai-review-season-6-part-2-spoilers-netflix-karate-kid-2000520955			
Star Wars: Skeleton Crew‘s New Trailer Is Ready For Those Adventure Movie Vibes	James Whitbrook	2024-11-01T14:00:19Z	Gizmodo.com	https://gizmodo.com/star-wars-skeleton-crew-trailer-release-date-disney-plus-2-2000519368			
New Horror Movie Heretic Was Inspired by Robert Zemeckis’ Contact	Germain Lussier	2024-11-08T00:00:46Z	Gizmodo.com	https://gizmodo.com/heretic-interview-beck-woods-hugh-grant-contact-movie-2000520464			
The Minecraft Movie’s New Trailer Sure Does Continue to Look Like That	Cheryl Eddy	2024-11-19T20:58:32Z	Gizmodo.com	https://gizmodo.com/the-minecraft-movies-new-trailer-sure-does-continue-to-look-like-that-2000526652			
Fallout Season 2 Is Adding a Mystery New Star	Gordon Jackson	2024-11-08T14:19:31Z	Gizmodo.com	https://gizmodo.com/fallout-season-2-macaulay-culkin-casting-details-amazon-2000521885			
Wallace & Gromit: Vengeance Most Fowl Is a Greatest Hits Movie, For Better and Worse	James Whitbrook	2024-10-28T20:31:03Z	Gizmodo.com	https://gizmodo.com/wallace-and-gromit-vengeance-most-fowl-review-netflix-bbc-2000517567			
A New Star Wars Trilogy Is Coming, and It Could Be Episodes 10, 11, and 12	James Whitbrook	2024-11-07T17:10:20Z	Gizmodo.com	https://gizmodo.com/star-wars-trilogy-simon-kinberg-lucasfilm-episode-10-11-12-2000521633			
Gen V Adds Some Mysterious New Stars to Its Season 2 Cast	Justin Carter	2024-11-02T20:00:25Z	Gizmodo.com	https://gizmodo.com/gen-v-season-2-new-cast-2000519789			
Love is a Killer in Heart Eyes’ First Trailer	Justin Carter	2024-11-02T18:50:59Z	Gizmodo.com	https://gizmodo.com/love-is-a-killer-in-heart-eyes-first-trailer-2000519826			
Dan Aykroyd Doesn’t See More Ghostbusters In His Future	Gordon Jackson	2024-11-18T14:00:01Z	Gizmodo.com	https://gizmodo.com/dan-aykroyd-ghostbusters-future-frozen-empire-2000525623			
‘Wicked,’ ‘Gladiator II,’ and All the Films and TV Shows We’re Watching This November	John Lonsdale	2024-11-01T17:16:08Z	Rolling Stone	http://www.rollingstone.com/product-recommendations/lifestyle/what-to-watch-november-2024-best-movies-tv-shows-wicked-1235150422/			
Marvel Just Revealed Its TV Release Dates for the Next Year	Germain Lussier	2024-10-30T03:39:29Z	Gizmodo.com	https://gizmodo.com/marvel-disney-plus-release-dates-daredevil-spiderman-2000518262			
Indiana Jones and the Great Circle comes to Xbox soon, and this massive fourteen-minute gameplay trailer has me excited for Indy's latest adventure	Alexander Cope	2024-11-11T15:05:59Z	Windows Central	https://www.windowscentral.com/gaming/indiana-jones-and-the-great-circle-ten-minute-gameplay-trailer			
Breaking Down Wicked’s Iconic Songs With Composer Stephen Schwartz	Annabel Gutterman	2024-11-15T14:00:00Z	Time	https://time.com/7175030/wicked-songs-stephen-schwartz-interview/			
Warner Bros. Boss David Zaslav Admits Joker 2 Was ‘Disappointing’	Isaiah Colbert	2024-11-07T18:00:18Z	Gizmodo.com	https://gizmodo.com/warner-bros-boss-david-zaslav-admits-joker-2-was-disappointing-2000521581			
Joaquin Phoenix spoke with Christopher Nolan about playing the Joker in The Dark Knight	Dan Girolamo	2024-10-29T16:10:25Z	Digital Trends	https://www.digitaltrends.com/movies/joaquin-phoenix-christopher-nolan-the-joker-dark-knight/			
Family Guy Creator Seth MacFarlane's Favorite Movie Is An Oscar-Winning Classic	staff@slashfilm.com (Devin Meenan)	2024-11-09T19:00:46Z	/FILM	https://www.slashfilm.com/1704597/family-guy-creator-seth-macfarlane-favorite-movie-classic/			
‘Emilia Pérez’ Star Karla Sofía Gascón Says Trans Hate Is Her ‘Gasoline to Keep Going’	Joe Rodriguez	2024-11-15T15:20:25Z	Rolling Stone	http://www.rollingstone.com/tv-movies/tv-movie-features/emilia-perez-karla-sofia-gascon-interview-1235161990/			
John Turturro says he turned down a part in 'The Penguin' because the show features 'violence against women'	Eammon Jacobs	2024-10-24T11:23:28Z	Business Insider	https://www.businessinsider.com/john-turturro-the-penguin-the-batman-violence-against-women-2024-10			
Arnold Schwarzenegger's Favorite Movies Include An Oscar-Winning Clint Eastwood Western	staff@slashfilm.com (Joe Roberts)	2024-11-11T13:00:00Z	/FILM	https://www.slashfilm.com/1703880/arnold-schwarzenegger-favorite-movies-clint-eastwood-western-unforgiven/			
Kevin Costner's John Dutton Look For Yellowstone Was Created By A Marvel Veteran	staff@slashfilm.com (Ryan Scott)	2024-11-02T14:45:00Z	/FILM	https://www.slashfilm.com/1701709/kevin-costner-john-dutton-yellowstone-look-marvel-ruth-e-carter/			
An Oscar-Winning Actor Was Not Amused By His Family Guy Parody	staff@slashfilm.com (Witney Seibold)	2024-11-19T16:00:46Z	/FILM	https://www.slashfilm.com/1712428/oscar-winning-actor-not-amused-family-guy-parody-adrien-brody/			
Denzel Washington Opens Up About His Issues With Alcohol	TMZ Staff	2024-11-20T11:56:40Z	TMZ	https://www.tmz.com/2024/11/20/denzel-washington-alcohol-alcohol-wine-esquire/			
The Simpsons' Most Unexpected Movie Parody Involves An Underrated Martin Scorsese Movie	staff@slashfilm.com (Rafael Motamayor)	2024-11-04T13:45:31Z	/FILM	https://www.slashfilm.com/1703181/the-simpsons-martin-scorsese-movie-parody-after-hours/			
Denzel Washington Has Awkward Encounter With King Charles, Video Shows	TMZ Staff	2024-11-14T12:34:12Z	TMZ	https://www.tmz.com/2024/11/14/denzel-washington-king-charles-gladiator-london-ridley-scott/			
3 underrated (HBO) Max movies you should watch this weekend (November 1-3)	Jason Struss	2024-11-01T21:30:33Z	Digital Trends	https://www.digitaltrends.com/movies/underrated-hbo-max-movies-this-weekend-november-1-3-2024/			
Emily Blunt's Favorite Movie Is A Steven Spielberg-Directed Classic	staff@slashfilm.com (Ryan Scott)	2024-11-06T22:00:00Z	/FILM	https://www.slashfilm.com/1703846/emily-blunt-favorite-movie-steven-spielberg-classic-jaws/			
‘Here’ Misfires With $5M; Robert Zemeckis Says “Theatrical Movie Business Is In A Stressful Situation Right Now”: What Happened With ‘Forrest Gump’ Reteam At B.O.	anthonypauldalessandro	2024-11-03T18:14:07Z	Deadline	http://deadline.com/2024/11/here-box-office-bomb-tom-hanks-1236165725/			
Nicole Kidman Has No Regrets About Her Viral AMC Campaign: ‘You Can Meme Me as Much as You Want’	Samantha Bergeson	2024-11-18T23:00:00Z	IndieWire	https://www.indiewire.com/news/general-news/nicole-kidman-amc-campaign-no-regrets-memes-1235066832/			
Guillermo Del Toro Praises Demi Moore’s Body Horror Hit ‘The Substance’	"Tim Lammers, Contributor, 
 Tim Lammers, Contributor
 https://www.forbes.com/sites/timlammers/"	2024-11-04T01:57:02Z	Forbes	https://www.forbes.com/sites/timlammers/2024/11/03/guillermo-del-toro-praises-demi-moores-body-horror-hit-the-substance/			
Kieran Culkin Isn’t Watching ‘Glengarry Glen Ross’ Before Starring in the Broadway Show: ‘I’m Not Digging in’	Ryan Lattanzio	2024-10-24T19:30:00Z	IndieWire	https://www.indiewire.com/news/general-news/kieran-culkin-glengarry-glen-ross-why-hes-not-digging-in-1235059814/			
21 of the Worst Movies That Got Nominated for Best Picture	Amanda Mannen	2024-11-15T17:00:00Z	Cracked.com	https://www.cracked.com/article_44188_21-of-the-worst-movies-that-got-nominated-for-best-picture.html			
‘Ice Age 6’ Is Happening With Ray Romano, John Leguizamo, Queen Latifah & More Back	anthonypauldalessandro	2024-11-08T20:26:03Z	Deadline	http://deadline.com/2024/11/ice-age-6-1236171187/			
Briarcliff Picks Up ‘Sneaks’ Voiced By Laurence Fishburne, Anthony Mackie, Martin Lawrence, Chloe Bailey, Mustard & More; Easter 2025 Theatrical Launch Set — AFM	Andreas Wiseman	2024-11-07T16:46:32Z	Deadline	http://deadline.com/2024/11/sneaks-movie-laurence-fishburne-anthony-mackie-martin-lawrence-mustard-briarcliff-deal-easter-2025-1236169989/			
5 movies leaving Netflix in October 2024 you have to watch now	Dan Girolamo	2024-10-24T14:00:57Z	Digital Trends	https://www.digitaltrends.com/movies/movies-leaving-netflix-in-october-2024-you-need-to-watch/			
Tom Holland and Austin Butler to Star in Race-Car Focused Film 'American Speed'	info@hypebeast.com (Hypebeast)	2024-11-04T05:24:34Z	HYPEBEAST	https://hypebeast.com/2024/11/tom-holland-austin-butler-star-race-car-focused-film-american-speed-amazon-mgm-studios-news			
A Western Icon Was Angry He Didn't Win An Oscar	staff@slashfilm.com (Kieran Fisher)	2024-11-18T19:45:10Z	/FILM	https://www.slashfilm.com/1712191/western-icon-angry-lost-oscar-john-wayne/			
Matt Damon and Ben Affleck Appear in Kevin Smith Movies As Payback for Forgetting Him in Their Oscar Speech	Matt Solomon	2024-11-18T18:30:00Z	Cracked.com	https://www.cracked.com/article_44423_matt-damon-and-ben-affleck-appear-in-kevin-smith-movies-as-payback-for-forgetting-him-in-their-oscar-speech.html			
Monstrous New Trailer for 'Godzilla: Minus One' Re-Release This Year	Alex Billington	2024-10-29T21:27:07Z	First Showing	https://www.firstshowing.net/2024/monstrous-new-trailer-for-godzilla-minus-one-re-release-this-year/			
Here's Who Could Reportedly Play Lara Croft In The Tomb Raider TV Series	Eddie Makuch	2024-10-30T12:24:00Z	GameSpot	https://www.gamespot.com/articles/heres-who-could-reportedly-play-lara-croft-in-the-tomb-raider-tv-series/1100-6527473/			
Kara Young, Mallori Johnson, Sterling K. Brown, Vivica A. Fox & Janelle Monáe Team With Aleshea Harris For Amazon MGM Orion’s ‘Is God Is’ – The Dish	anthonypauldalessandro	2024-10-30T22:12:30Z	Deadline	http://deadline.com/2024/10/janelle-monae-sterling-k-brown-is-god-is-movie-1236162707/			
TOHO Announces New ‘Godzilla Minus One’ Sequel From Takashi Yamazaki	"Mark Hughes, Contributor, 
 Mark Hughes, Contributor
 https://www.forbes.com/sites/markhughes/"	2024-11-01T15:45:04Z	Forbes	https://www.forbes.com/sites/markhughes/2024/11/01/toho-announces-new-godzilla-minus-one-sequel-from-takashi-yamazaki/			
The Director of the Best Godzilla Movie Is Directing Another Godzilla Movie	Liz Shannon Miller	2024-11-01T15:50:42Z	Consequence.net	https://consequence.net/2024/11/new-godzilla-movie-godzilla-minus-one/			
Lionsgate Makes Worldwide Deal For ‘Hurry Up Tomorrow’; Thriller Marks Film-Starring Debut Of The Weeknd	Mike Fleming	2024-11-04T18:42:12Z	Deadline	http://deadline.com/2024/11/the-weeknd-movie-starring-debut-lionsgate-worldwide-deal-hurry-up-tomorrow-thriller-jenna-ortega-barry-keoghan-trey-edward-shults-directs-1236166595/			
Lupita Nyong’o Joins the Star-Studded Cast of Christopher Nolan’s Next Film	Rebecca Rubin	2024-11-12T22:28:45Z	Variety	https://variety.com/2024/film/news/lupita-nyongo-christopher-nolan-film-1236208291/			
‘Conclave’ Screenwriter Peter Straughan on That Wild Ending, and Why ‘The Goldfinch’ Movie Was ‘a Mistake from the Beginning’	Ryan Lattanzio	2024-11-01T20:30:00Z	IndieWire	https://www.indiewire.com/features/interviews/conclave-ending-explained-screenwriter-movie-wild-twist-1235062062/			
Clint Eastwood Starred In One Of Morgan Freeman's Favorite Westerns	staff@slashfilm.com (Nick Staniforth)	2024-11-17T16:00:11Z	/FILM	https://www.slashfilm.com/1712237/morgan-freeman-favorite-movies-classic-western-clint-eastwood/			
Jared Leto, John Mulaney & Lupita Nyong’o Team Up For Kemp Powers’ Soviet Spaceship ‘Lunik Heist’ At Searchlight	anthonypauldalessandro	2024-11-01T18:30:00Z	Deadline	http://deadline.com/2024/11/jared-leto-john-mulaney-lupita-nyongo-lunik-heist-1236164675/			
