Title	Author	Published At	Source	URL	Aamir Annotation	Jonathan Annotation	James Annotation
‘Emilia Pérez,’ ‘Seed of the Sacred Fig,’ ‘Room Next Door’ Lead European Film Award Nominations	Ryan Lattanzio	2024-11-05T13:56:30Z	IndieWire	https://www.indiewire.com/awards/results/european-film-award-nominations-led-emilia-perez-full-list-1235062983/			
Demi Moore's Body Horror Thriller ‘The Substance’ Gets Streaming Date	"Tim Lammers, Contributor, 
 Tim Lammers, Contributor
 https://www.forbes.com/sites/timlammers/"	2024-10-24T16:02:06Z	Forbes	https://www.forbes.com/sites/timlammers/2024/10/24/demi-moores-body-horror-thriller-the-substance-gets-streaming-date/			
‘The Substance’ Gets Streaming Release: Here’s How to Watch the Demi Moore Body-Horror Film Online	Atingley4	2024-11-04T19:35:34Z	Variety	https://variety.com/2024/film/news/how-to-watch-the-substance-online-streaming-1236199912/			
Demi Moore’s ‘The Substance’ Makeup Photos Show Scary Side Of Character	"Tim Lammers, Contributor, 
 Tim Lammers, Contributor
 https://www.forbes.com/sites/timlammers/"	2024-11-01T23:54:07Z	Forbes	https://www.forbes.com/sites/timlammers/2024/11/01/demi-moores-the-substance-makeup-photos-show-scary-side-of-character/			
The Substance: Streaming Release Date Revealed For Horror Movie With 91% RT Score (And It's Soon)	Brennan Klein	2024-10-24T13:17:07Z	Screen Rant	https://screenrant.com/the-substance-movie-streaming-release-date-confirmed-mubi/			
Demi Moore’s Horror Thriller ‘The Substance’ New On Streaming This Week	"Tim Lammers, Contributor, 
 Tim Lammers, Contributor
 https://www.forbes.com/sites/timlammers/"	2024-10-28T01:24:20Z	Forbes	https://www.forbes.com/sites/timlammers/2024/10/27/demi-moores-horror-thriller-the-substance-new-on-streaming-this-week/			
Guillermo Del Toro Praises Demi Moore’s Body Horror Hit ‘The Substance’	"Tim Lammers, Contributor, 
 Tim Lammers, Contributor
 https://www.forbes.com/sites/timlammers/"	2024-11-04T01:57:02Z	Forbes	https://www.forbes.com/sites/timlammers/2024/11/03/guillermo-del-toro-praises-demi-moores-body-horror-hit-the-substance/			
Demi Moore's The Substance Earned All My Adoration By Giving Me Something I Rarely Experience As A Horror Fan	Nick Venable	2024-11-18T01:15:00Z	CinemaBlend	https://www.cinemablend.com/movies/demi-moore-the-substance-earned-my-adoration-giving-me-rare-experience-as-horror-fan			
Camerimage Founded to Honor Those ‘Who Are Overlooked’ Says Festival Director at Opening Ceremony	Carolyn Giardina	2024-11-16T16:41:41Z	Variety	https://variety.com/2024/film/news/camerimage-opening-ceremony-1236212145/			
European Film Awards: ‘Emilia Pérez’, ‘The Room Next Door’ Lead Nominations	Melanie Goodfellow	2024-11-05T10:17:53Z	Deadline	http://deadline.com/2024/11/european-film-awards-nominations-37th-2024-1236167495/			
Where to stream The Substance in Canada	Bradly Shankar	2024-10-26T18:31:37Z	MobileSyrup	https://mobilesyrup.com/2024/10/26/where-to-stream-the-substance-canada/			
‘The Substance’ Set To Soar Past $70M+: How MUBI Fueled Demi Moore’s Comeback At The Global Box Office	anthonypauldalessandro	2024-11-17T22:25:26Z	Deadline	http://deadline.com/2024/11/the-substance-box-office-demi-moore-1236178368/			
Fall's Buzziest New Thriller 'The Substance' Is Already Available To Stream	Chloe Williams​	2024-10-31T15:18:38Z	Brit + Co	https://www.brit.co/the-substance-movie/			
‘The Substance’ Director Pulls Film From Camerimage Over Festival Director’s ‘Misogynistic’ Comments	Adam Chitwood	2024-11-15T20:44:37Z	TheWrap	https://www.thewrap.com/the-substance-coralie-fargeat-pulled-from-camerimage-festival/			
Demi Moore Goes Pretty in Florals for 'The Substance' Premiere in Paris	Just Jared	2024-11-06T02:17:41Z	Just Jared	https://www.justjared.com/2024/11/05/demi-moore-goes-pretty-in-florals-for-the-substance-premiere-in-paris/			
‘Your Monster’ Review: Melissa Barrera Finds Musical Ways To Scream Her Rage With Help From A Beastly Tommy Dewey	Pete Hammond	2024-10-25T19:37:36Z	Deadline	http://deadline.com/2024/10/your-monster-review-melissa-barrera-finds-musical-ways-to-scream-with-help-from-beastly-tommy-dewey-1236158700/			
‘It’s The Devil’: The Substance Director Discusses The Long Casting Process For That Creepy, Deep Voice In The Body Horror Movie	Eric Eisenberg	2024-10-31T13:32:53Z	CinemaBlend	https://www.cinemablend.com/interviews/its-the-devil-the-substance-director-discusses-long-casting-process-creepy-deep-voice-body-horror-movie			
After The Substance's Release, Demi Moore Got Real About Aging And How The Film 'Pushed' Her Out Of Her Comfort Zone	Ryan LaBee	2024-11-10T22:18:25Z	CinemaBlend	https://www.cinemablend.com/movies/after-the-substance-release-demi-moore-real-about-aging-film-pushed-her-out-of-comfort-zone			
‘The Substance’ Is Now Available to Watch at Home!	John Squires	2024-10-31T18:26:54Z	Bloody Disgusting	https://bloody-disgusting.com/movie/3837992/the-substance-is-now-available-to-watch-at-home/			
‘It Was Already Determined That You Should Look Like S–t’: Demi Moore Recalls Public’s Reaction To Her Wearing A Bikini At 40 In A Charlie’s Angels Movie	Sarah El-Mahmoud	2024-11-16T19:02:40Z	CinemaBlend	https://www.cinemablend.com/movies/demi-moore-recalls-public-reaction-her-wearing-bikini-at-40-charlies-angels			
The Substance: Demi Moore body horror film reaches MUBI streaming service on Halloween	Cody Hamman	2024-10-24T14:02:26Z	JoBlo.com	https://www.joblo.com/the-substance-mubi-2/			
‘Substance’ portrays in fiction whatexists in real world: French filmmaker Coralie Fargeat	The Hills Times	2024-10-31T02:45:00Z	Thehillstimes.in	https://thehillstimes.in/entertainment/substance-portrays-in-fiction-whatexists-in-real-world-french-filmmaker-coralie-fargeat			
‘The Room Next Door’ & ‘Emelia Perez’ Top 2024 European Film Awards Nominations	Gregory Ellwood	2024-11-05T17:50:08Z	Theplaylist.net	https://theplaylist.net/the-room-next-door-emelia-perez-top-2024-european-film-awards-nominations-20241105/			
Demi Moore Is Wildly Unrecognizable in Disturbing 'The Substance' Halloween Photos	Kayla Caldwell	2024-10-31T21:13:35Z	Newsweek	https://www.newsweek.com/entertainment/celebrity-news/demi-moore-unrecognizable-disturbing-substance-halloween-photos-1978255			
24 Best Movies New to Streaming in November: ‘Deadpool & Wolverine,’ ‘Twisters,’ ‘The Substance,’ ‘Emilia Perez’ and More	Zack Sharf	2024-11-01T21:20:00Z	Variety	https://variety.com/lists/best-movies-streaming-november-2024/			
Post-Screening Movie Hype Tweets, Decoded	Nate Jones	2024-10-26T13:00:29Z	Vulture	http://www.vulture.com/article/gladiator-2-early-reviews-decoded.html			
The Substance Might Not Be For Everyone, But I Want To Talk About The Visceral Self Love Message That's Still Giving Me Chills	Sarah El-Mahmoud	2024-10-26T15:04:00Z	CinemaBlend	https://www.cinemablend.com/movies/the-substance-might-not-be-for-everyone-but-i-want-to-talk-about-visceral-self-love-message-still-giving-me-chills			
The Substance, Joker: Folie à Deux, Netflix’s Time Cut, and every movie new to streaming this week	Toussaint Egan, Petrana Radulovic	2024-11-01T11:50:46Z	Polygon	https://www.polygon.com/entertainment/469923/new-movies-watch-streaming-the-substance-joker-2-netflix-time-cut			
‘The Substance’ Comes to Digital, But When Will ‘The Substance’ Be Streaming?	mliss1578	2024-10-28T20:00:00Z	Decider	https://decider.com/2024/10/28/watch-the-substance-streaming-release-date-the-substance-mubi/			
Stream It Or Skip It: ‘The Substance’ on Mubi and VOD, a New Body-Horror Classic Anchored by a Daring Demi Moore	mliss1578	2024-10-31T19:00:00Z	Decider	https://decider.com/2024/10/31/the-substance-mubi-streaming-movie-review/			
The Substance: Demi Moore's Film Locks A Streaming Date	NDTV Movies News Desk	2024-10-25T10:22:37Z	NDTV News	https://www.ndtv.com/entertainment/demi-moores-horror-thriller-the-substance-gets-a-streaming-date-6871081			
Best Horror Movies to See in Theaters This Halloween	Kofi Outlaw	2024-10-30T19:49:32Z	ComicBook.com	http://comicbook.com/horror/news/best-horror-movies-halloween-2024-watch-in-theaters/			
MOVIES: The Crime is Mine - Review: Whimsically French	Milo MJ	2024-10-28T09:07:00Z	Spoilertv.com	https://www.spoilertv.com/2024/10/movies-crime-is-mine-review-whimsically.html			
‘The Substance’ Ending Explained: What That Disgusting, Bloody Finale Means	mliss1578	2024-10-31T20:30:00Z	Decider	https://decider.com/2024/10/31/the-substance-ending-explained-meaning-demi-moore-margaret-qualley-feminist-analysis/			
The best last-minute Halloween costume is also the hippest, thanks to The Substance	Matt Patches	2024-10-28T20:58:05Z	Polygon	https://www.polygon.com/horror/471280/best-last-minute-halloween-costume-2024-the-substance-mask			
Bloody Demi Moore looks disgusting in newly revealed ‘The Substance’ photos	Eric Todisco	2024-10-31T19:42:52Z	New York Post	https://nypost.com/2024/10/31/entertainment/bloody-demi-moore-looks-disgusting-in-new-substance-photos/			
New Movies On Streaming: ‘The Substance,’ Joker: Folie á Deux,’ + More	mliss1578	2024-11-01T15:00:00Z	Decider	https://decider.com/2024/11/01/new-movies-on-streaming-the-substance-joker-folie-a-deux-more/			
The Substance streaming: Release date revealed, when and where to watch online	The Feed	2024-10-24T18:39:30Z	The Times of India	https://economictimes.indiatimes.com/news/international/us/the-substance-streaming-release-date-revealed-when-and-where-to-watch-online/articleshow/114558556.cms			
Review: The Substance Is A Powerful Parable That Pulls No Punches	Saibal Chatterjee	2024-10-31T03:06:24Z	NDTV News	https://www.ndtv.com/entertainment/the-substance-review-a-powerful-parable-that-pulls-no-punches-4-stars-6912499			
Demi Moore Opts for Timeless White and Black Capped-Toe Heels at ‘The Substance’ Premiere in Paris	Amina Ayoud	2024-11-06T20:34:05Z	Footwear News	http://footwearnews.com/fashion/celebrity-style/demi-moore-white-black-capped-toe-heels-the-substance-1234728404/			
Is ‘The Substance’ On Streaming Yet?	Josh Kurp	2024-10-24T15:51:34Z	UPROXX	https://uproxx.com/movies/the-substance-streaming-date/			
Demi Moore Blooms in Textured Floral Chanel Dress at ‘The Substance’ Premiere in Paris	Hannah Malach	2024-11-06T15:00:25Z	WWD	http://wwd.com/pop-culture/celebrity-news/demi-moore-floral-chanel-dress-the-substance-premiere-paris-1236712658/			
‘The Substance’ Director Pulls Film From Festival Over CEO’s ‘Misogynistic’ Comments	Ethan Millman	2024-11-16T00:48:28Z	Rolling Stone	http://www.rollingstone.com/tv-movies/tv-movie-news/the-substance-director-pulls-film-camerimage-festival-1235168881/			
Demi Moore Slams Election: U.S. ‘Built’ on ‘Religious Fanatics and Criminals’	Charisma Madarang	2024-11-06T04:16:22Z	Rolling Stone	http://www.rollingstone.com/tv-movies/tv-movie-news/demi-moore-election-religious-fanatics-criminals-1235154631/			
Top Halloween films of 2024	Tatat Bunnag	2024-10-29T21:00:00Z	Bangkok Post	https://www.bangkokpost.com/life/arts-and-entertainment/2892753/top-halloween-films-of-2024			
‘The Substance’ Director Coralie Fargeat Pulls Film From Camerimage Following Festival Head’s Comments About Women	Katcy Stephan	2024-11-15T20:29:00Z	Variety	https://variety.com/2024/film/news/the-substance-coralie-fargeat-camerimage-festival-1236211732/			
Demi Moore says close-up shot of her behind ‘bugs the s--- out of me’ in new movie	Caroline Thayer	2024-11-14T19:48:06Z	Fox News	https://www.foxnews.com/entertainment/demi-moore-says-close-up-shot-butt-bugs-s-t-out-new-movie			
Demi Moore on the U.S. Election: ‘America Is Built on Puritans, Religious Fanatics and Criminals’	Becroll	2024-11-06T02:33:22Z	Variety	https://variety.com/2024/film/global/demi-moore-the-substance-coralie-fargeat-2024-election-1236201891/			
IndieWire 2024 Holiday Gift Guide: From Cookbooks to Card Games, All Film and TV Lovers Can Find Something to Cherish	Harrison Richlin	2024-11-14T15:00:37Z	IndieWire	https://www.indiewire.com/gallery/2024-holiday-gift-guide-film-tv-lovers/			
Demi Moore to Be Honored at French Cinematheque Ahead of Coralie Fargeat’s Buzzy ‘The Substance’s’ Local Premiere (EXCLUSIVE)	Elskes	2024-11-01T22:51:28Z	Variety	https://variety.com/2024/film/global/demi-moore-the-substance-mubi-french-cinematheque-1236198124/			
European Film Awards Nominations: ‘Emilia Pérez,’ ‘The Substance,’ ‘The Room Next Door’ and More Up for Best Film	Ellise Shafer	2024-11-05T10:29:21Z	Variety	https://variety.com/2024/awards/global/european-film-awards-nominations-emilia-perez-the-substance-room-next-door-1236200859/			
Tax Incentives Aren’t The Only Reason Why ‘The Substance,’ ‘Emilia Pérez’ and ‘The Count of Monte Cristo’ Shot in France	Elskes	2024-11-04T11:32:34Z	Variety	https://variety.com/2024/film/global/the-substance-emilia-perez-the-count-of-monte-cristo-france-tax-incentives-1236199147/			
Demi Moore Slams U.S. Election: America 'Built On Puritans, Religious Fanatics And Criminals'	Marco Margaritoff	2024-11-08T19:53:33Z	HuffPost	https://www.huffpost.com/entry/demi-moore-american-election-puritans-religious-fanatics-criminals_n_672e2785e4b03941587e9f62			
Don’t Hold Your Breath for John Wick 5	Isaiah Colbert	2024-10-22T23:45:37Z	Gizmodo.com	https://gizmodo.com/dont-hold-your-breath-for-john-wick-5-2000515334			
Watch Ke Huy Quan as a Unassuming Killer in His First Post-Oscar Film	Germain Lussier	2024-10-22T17:45:58Z	Gizmodo.com	https://gizmodo.com/watch-ke-huy-quan-as-a-unassuming-killer-in-his-first-post-oscar-film-2000515036			
The Purge: Election Year Is Still an Uncomfortably Timely Watch	Cheryl Eddy	2024-11-05T18:10:15Z	Gizmodo.com	https://gizmodo.com/purge-election-year-retrospective-trump-harris-2024-2000520737			
Apple secretly included quantum dot tech in the M4 MacBook Pro's display	Kris Holt	2024-11-15T17:34:24Z	Yahoo Entertainment	https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_72825322-6e56-4f1d-b58d-d363d6837f0d			
Critics say Gladiator II is 'gobsmacking' and 'loopy'		2024-11-11T16:32:18Z	BBC News	https://www.bbc.com/news/articles/c20g5xw0y6wo			
Mission: Impossible —The Final Reckoning‘s Trailer Really Wants You To Know Tom Cruise Is Still That Dude	Isaiah Colbert	2024-11-11T15:00:25Z	Gizmodo.com	https://gizmodo.com/mission-impossible-8-trailer-title-release-date-tom-cruise-final-reckoning-2000522966			
A Guide to Every Upcoming Star Wars Project, Alive or Dead	James Whitbrook	2024-11-08T21:39:57Z	Gizmodo.com	https://gizmodo.com/every-star-wars-film-tv-show-announced-canceled-lucasfilm-disney-2000522180			
We Heard a Juicy Rumor About That Secret Predator Movie	Germain Lussier	2024-10-25T17:05:32Z	Gizmodo.com	https://gizmodo.com/secret-predator-movie-dan-trachtenberg-badlands-prey-2000516609			
Denis Villeneuve Responds to Quentin Tarantino Refusing to Watch Dune: ‘I Don’t Care’	Isaiah Colbert	2024-11-08T23:25:27Z	Gizmodo.com	https://gizmodo.com/denis-villeneuve-responds-to-quentin-tarantino-refusing-to-watch-dune-i-dont-care-2000522377			
The First Reactions to Nosferatu Call It ‘Pure Evil,’ ‘Erotic,’ and ‘Devilishly Bloody’	Isaiah Colbert	2024-11-08T17:40:33Z	Gizmodo.com	https://gizmodo.com/the-first-reactions-to-nosferatu-call-it-pure-evil-erotic-and-devilishly-bloody-2000522031			
Ralph Fiennes Spreads New Info About 28 Years Later	Justin Carter	2024-10-27T16:25:49Z	Gizmodo.com	https://gizmodo.com/28-years-later-ralph-fiennes-role-2000516943			
Daft Punk’s Anime Dreamscape Interstella 5555 Is Coming Back to Theaters For One More Time	James Whitbrook	2024-10-30T16:00:17Z	Gizmodo.com	https://gizmodo.com/daft-punk-discovery-interstella-5555-movie-release-2000518344			
Warner Bros. Boss David Zaslav Admits Joker 2 Was ‘Disappointing’	Isaiah Colbert	2024-11-07T18:00:18Z	Gizmodo.com	https://gizmodo.com/warner-bros-boss-david-zaslav-admits-joker-2-was-disappointing-2000521581			
2 New Predator Movies Are Coming in 2025	Germain Lussier	2024-10-24T19:40:29Z	Gizmodo.com	https://gizmodo.com/2-new-predator-movies-are-coming-in-2025-2000516237			
You’ll Be Able to Watch Joker 2 at Home Before Halloween	Germain Lussier	2024-10-22T18:41:36Z	Gizmodo.com	https://gizmodo.com/joker-2-home-release-streaming-dc-batman-2000515193			
Disney Has Shifted an Untitled Star Wars Movie Off Its Upcoming Schedule	Cheryl Eddy	2024-11-15T23:00:21Z	Gizmodo.com	https://gizmodo.com/untitled-star-wars-movie-2026-release-delayed-disney-lucasfilm-2000525347			
Blade Runner 2049 producer sues Elon Musk for image used in Cybercab launch	Mariella Moon	2024-10-22T12:00:48Z	Yahoo Entertainment	https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_0b877ae6-74d4-4a87-a926-ace1decc0ef7			
Marvel Reveals Deadpool & Wolverine‘s Disney+ Release Date via Literal Toilet Humor	Isaiah Colbert	2024-10-30T14:00:36Z	Gizmodo.com	https://gizmodo.com/deadpool-and-wolverine-streaming-disney-plus-release-date-marvel-2000518301			
Denzel Washington Casually Announces He’ll Be in Black Panther 3	Isaiah Colbert	2024-11-12T15:45:09Z	Gizmodo.com	https://gizmodo.com/denzel-washington-marvel-mcu-black-panther-3-ryan-coogler-2000523551			
An Unlikely Alien Species Returns in Star Wars: Skeleton Crew	Gordon Jackson	2024-10-22T13:00:36Z	Gizmodo.com	https://gizmodo.com/an-unlikely-alien-species-returns-in-star-wars-skeleton-crew-2000514855			
Transformers One Is Now on Digital and We’ve Got an Exclusive Clip	Germain Lussier	2024-10-22T15:00:13Z	Gizmodo.com	https://gizmodo.com/transformers-one-home-release-date-cybertron-2000514447			
Venom: The Last Dance Doesn’t Quite Stick the Landing	Germain Lussier	2024-10-23T19:00:05Z	Gizmodo.com	https://gizmodo.com/venom-3-review-the-last-dance-tom-hardy-marvel-2000515392			
Disney Replaces Blade on Release Schedule with New Predator Movie	Germain Lussier	2024-10-22T16:53:20Z	Gizmodo.com	https://gizmodo.com/blade-release-date-cancel-prey-2-predator-2000515095			
Mufasa’s Final Trailer Brings the Future Band Together	Justin Carter	2024-11-09T19:25:09Z	Gizmodo.com	https://gizmodo.com/mufasa-final-trailer-d23-brazil-2000522515			
Paramount’s Still Figuring Out How to Handle Mission: Impossible 8	Justin Carter	2024-11-02T14:30:42Z	Gizmodo.com	https://gizmodo.com/mission-possiible-8-paramount-rollout-2000519792			
Terrifier 3‘s Journey to the Big Screen Was Shockingly Unique	Germain Lussier	2024-10-21T18:45:02Z	Gizmodo.com	https://gizmodo.com/terrifier-3-behind-the-scenes-art-the-clown-2000513440			
Avatar 3’s Gorgeous Concept Art Teases More of Pandora’s Beauty	Justin Carter	2024-11-10T15:30:08Z	Gizmodo.com	https://gizmodo.com/avatar-fire-ash-art-2000522608			
'John Wick' producers wanted an alternate ending where the puppy lived	Jason Guerrasio	2024-10-23T21:14:15Z	Business Insider	https://www.businessinsider.com/john-wick-producers-wanted-alternate-ending-puppy-lived-2024-10			
Venom: The Last Dance Knows Fans Wanted More Venom and Eddie	Isaiah Colbert	2024-10-24T16:04:27Z	Gizmodo.com	https://gizmodo.com/venom-the-last-dance-knows-fans-wanted-more-venom-and-eddie-2000515973			
The Penguin Could Lead to More Batman Villain Shows	Germain Lussier	2024-10-25T18:45:44Z	Gizmodo.com	https://gizmodo.com/the-penguin-could-lead-to-more-batman-villain-shows-2000516650			
Mike Flanagan to Adapt Stephen King’s Carrie as an 8-Episode Miniseries	Gordon Jackson	2024-10-21T17:45:48Z	Gizmodo.com	https://gizmodo.com/mike-flanagan-to-adapt-stephen-kings-carrie-as-an-8-episode-miniseries-2000514457			
Nosferatu‘s New Posters Know You Don’t Need to See Him to Be Scary	Isaiah Colbert	2024-10-31T17:50:00Z	Gizmodo.com	https://gizmodo.com/nosferatus-new-posters-know-you-dont-need-to-see-him-to-be-scary-2000518880			
Nintendo Sure Is Hoping We’ll See the Live-Action Zelda Movie by the End of This Decade	Germain Lussier	2024-11-06T18:00:44Z	Gizmodo.com	https://gizmodo.com/legend-of-zelda-movie-release-date-nintendo-link-wes-ball-2000521171			
David Fincher’s Next Project May Be in the World of Squid Game	Gordon Jackson	2024-10-28T21:35:19Z	Gizmodo.com	https://gizmodo.com/david-finchers-next-project-may-be-in-the-world-of-squid-game-2000517656			
Star Trek: Section 31 Teases Its Mysterious Anti-Heroes	Gordon Jackson	2024-11-07T14:00:59Z	Gizmodo.com	https://gizmodo.com/star-trek-section-31-character-details-michelle-yeoh-2000521472			
Alien: Romulus is Bringing Its Terror to VHS in December	Justin Carter	2024-10-20T16:25:57Z	Gizmodo.com	https://gizmodo.com/alien-romulus-vhs-release-2000514136			
Michelle Yeoh’s Star Trek spy movie has a release date	Wes Davis	2024-10-20T22:32:47Z	The Verge	https://www.theverge.com/2024/10/20/24274900/star-trek-section-31-michelle-yeoh-paramount-plus-streaming-premiere-date			
Ryan Reynolds Has Even More Unseen Deadpool & Wolverine Clips and He’s Not Afraid to Use Them	Cheryl Eddy	2024-11-14T23:30:53Z	Gizmodo.com	https://gizmodo.com/ryan-reynolds-has-even-more-unseen-deadpool-wolverine-clips-and-hes-not-afraid-to-use-them-2000524846			
Updates From Andor Season 2, and More	Gordon Jackson	2024-11-15T14:00:28Z	Gizmodo.com	https://gizmodo.com/andor-season-2-empire-cover-story-krennic-new-images-2000524819			
The 'Dune: Prophecy' premiere ends with a shocking twist. Star Jihae breaks down Kasha's fate.	Caralynn Matassa	2024-11-18T03:05:01Z	Business Insider	https://www.businessinsider.com/kasha-death-dune-prophecy-jihae-interview-2024-11			
How Much of the New Lord of the Rings Movie Comes From Tolkien?	James Whitbrook	2024-11-06T20:45:14Z	Gizmodo.com	https://gizmodo.com/war-of-the-rohirrim-setting-characters-explained-tolkien-lotr-2000521209			
Celebrated teacher abused boys over four decades		2024-11-11T17:11:07Z	BBC News	https://www.bbc.com/news/articles/c79zq74n5dxo			
Redick comes clean about car wash film session		2024-10-27T11:26:01Z	ESPN	https://www.espn.com/nba/story/_/id/42028849/lakers-coach-jj-redick-comes-clean-watching-game-film-car-wash			
10 Fantasy Movies to Help You Escape Reality Right Now	Cheryl Eddy	2024-11-06T19:45:23Z	Gizmodo.com	https://gizmodo.com/10-fantasy-movies-to-help-you-escape-reality-right-now-2000521177			
Escape Planet Earth With These 10 Streaming Sci-Fi Films	Cheryl Eddy	2024-11-04T23:30:55Z	Gizmodo.com	https://gizmodo.com/best-space-movies-streaming-netflix-max-prime-video-2000520245			
Arcane Is Far and Away the Most Expensive Animated Series Ever Made	Isaiah Colbert	2024-11-06T16:15:15Z	Gizmodo.com	https://gizmodo.com/arcane-netflix-most-expensive-animated-series-ever-riot-2000521096			
When horror hits China, the first instinct is shut it down		2024-11-12T19:11:22Z	BBC News	https://www.bbc.com/news/articles/cje0z2xppdlo			
Alien: Earth Lets Us Know When to Expect It	James Whitbrook	2024-11-20T15:00:10Z	Gizmodo.com	https://gizmodo.com/alien-earth-teaser-trailer-release-date-setting-hulu-fx-2000526986			
A secret Predator movie? An Alien: Romulus sequel? 20th Century Studios’ boss teases future	Dan Girolamo	2024-10-24T20:25:29Z	Digital Trends	https://www.digitaltrends.com/movies/predator-new-movie-secret-alien-romulus-sequel-20th-century-studios/			
Alien: Romulus Slithers Onto Hulu and Disney+ Just Ahead of Thanksgiving	Cheryl Eddy	2024-11-07T23:15:50Z	Gizmodo.com	https://gizmodo.com/alien-romulus-slithers-onto-hulu-and-disney-just-ahead-of-thanksgiving-2000521715			
Alien: Earth teaser reveals 2025 release date and a terrifying Xenomorph	Dan Girolamo	2024-11-20T21:40:46Z	Digital Trends	https://www.digitaltrends.com/movies/alien-earth-teaser-2025-release-date-xenomorph-fx-hulu/			
'Alien: Romulus': Here's the Hulu Streaming Release Date	Meara Isenberg	2024-11-07T17:15:52Z	CNET	https://www.cnet.com/tech/services-and-software/alien-romulus-heres-the-hulu-streaming-release-date/			
Marvel's Alien: Romulus Prequel Reveals How The Xenomorph From The 1979 Movie Really Died	staff@slashfilm.com (Ryan Scott)	2024-10-28T21:00:42Z	/FILM	https://www.slashfilm.com/1699578/marvel-alien-romulus-prequel-xenomorph-1979-movie-death/			
'Alien: Romulus' sequel in the works, new 'Alien vs. Predator' will 'probably' happen	Fran Ruiz	2024-10-25T19:00:00Z	Space.com	https://www.space.com/alien-romulus-sequel-in-the-works-at-20th-century-studios-new-alien-vs-predator-will-probably-happen			
An Alien: Romulus Sequel Is Currently In The Works	Claire Lewis	2024-10-25T15:24:00Z	GameSpot	https://www.gamespot.com/articles/an-alien-romulus-sequel-is-currently-in-the-works/1100-6527394/			
'Alien: Romulus' bursts onto Hulu for streaming on Nov. 21	stingrayghost@gmail.com (Jeff Spry)	2024-11-08T15:00:21Z	Space.com	https://www.space.com/entertainment/alien-romulus-bursts-onto-hulu-for-streaming-on-nov-21			
Is The Next Alien Movie A Romulus Sequel? Here's The Current Plan	staff@slashfilm.com (Jeremy Smith)	2024-10-24T19:57:32Z	/FILM	https://www.slashfilm.com/1697112/alien-romulus-sequel-fede-alvarez-cailee-spaeny-david-jonsson/			
Alien: Romulus Used A Certain Seasonal Delicacy To Simulate Chestburster Sounds	staff@slashfilm.com (BJ Colangelo)	2024-11-05T00:13:35Z	/FILM	https://www.slashfilm.com/1705290/alien-romulus-chestburster-sound-effect-pumpkin/			
5 great sci-fi movies to stream this Halloween	Liam McGuire	2024-10-31T11:15:33Z	Digital Trends	https://www.digitaltrends.com/movies/5-best-sci-fi-movies-halloween-2024/			
'Alien vs. Predator' 20 years later: What went right and what went wrong?	Fran Ruiz	2024-11-04T16:00:00Z	Space.com	https://www.space.com/alien-vs-predator-20-years-later-what-went-right-and-what-went-wrong			
An Honest Trailer for Alien: Romulus	Miss Cellania	2024-10-25T19:28:59Z	Neatorama.com	https://www.neatorama.com/2024/10/25/An-Honest-Trailer-for-iAlien-Romulusi/			
Keanu Reeves & Sandra Bullock's Speed 3 Could Happen Under One Condition	staff@slashfilm.com (Rafael Motamayor)	2024-10-28T14:45:42Z	/FILM	https://www.slashfilm.com/1698940/keanu-reeves-sandra-bullock-speed-3-condition/			
Alien: Earth Trailer Brings The Classic Sci-Fi Horror Series To Streaming	staff@slashfilm.com (Valerie Ettenhofer)	2024-11-20T14:58:10Z	/FILM	https://www.slashfilm.com/1718139/alien-earth-trailer-sci-fi-horror-series-streaming/			
‘Alien: Romulus’ Debuts On Streaming On Hulu This Week	"Tim Lammers, Contributor, 
 Tim Lammers, Contributor
 https://www.forbes.com/sites/timlammers/"	2024-11-17T13:59:50Z	Forbes	https://www.forbes.com/sites/timlammers/2024/11/17/alien-romulus-debuts-on-streaming-on-hulu-this-week/			
‘Alien: Romulus’ Sets Hulu Streaming Date Prior To Thanksgiving	anthonypauldalessandro	2024-11-07T15:32:07Z	Deadline	http://deadline.com/2024/11/alien-romulus-hulu-date-1236169923/			
Ridley Scott's Biggest Regret Involves Two Legendary Sci-Fi Franchises	staff@slashfilm.com (Joe Roberts)	2024-11-04T15:00:13Z	/FILM	https://www.slashfilm.com/1703362/ridley-scott-biggest-regret-sci-fi-franchises-alien-blade-runner/			
‘Alien: Romulus’ Ends Its Theatrical Run: How Much Did It Make?	"Tim Lammers, Contributor, 
 Tim Lammers, Contributor
 https://www.forbes.com/sites/timlammers/"	2024-10-26T21:55:44Z	Forbes	https://www.forbes.com/sites/timlammers/2024/10/26/alien-romulus-ends-its-theatrical-run-how-much-did-it-make/			
Alien: Romulus gets a Hulu release date but there's still no word on when it's coming to Disney Plus	lucy.buglass@futurenet.com (Lucy Buglass)	2024-11-08T12:18:30Z	TechRadar	https://www.techradar.com/streaming/hulu/alien-romulus-gets-a-hulu-release-date-but-theres-still-no-word-on-when-its-coming-to-disney-plus			
‘Beetlejuice Beetlejuice’ and ‘Transformers One’ Share Top VOD Spots, Netflix Original ‘Don’t Move’ Scores	Tom Brueggemann	2024-10-28T21:30:00Z	IndieWire	https://www.indiewire.com/news/box-office/beetlejuice-beetlejuice-dont-move-score-vod-netflix-1235060623/			
